ev,het,datum,sz1,sz2,sz3,sz4,sz5
2002,17,,22,35,43,50,69
2002,16,,27,52,54,61,90
2002,15,,26,37,53,65,79
2002,14,,50,71,75,79,88
2002,13,,2,3,24,58,87
2002,12,,2,19,49,53,54
2002,11,,27,35,39,68,71
2002,10,,6,13,55,66,81
2002,9,,13,51,55,62,74
2002,8,,12,13,19,28,85
2002,7,,18,20,61,77,90
2002,6,,20,31,36,61,66
2002,5,,27,30,32,47,90
2002,4,,2,6,43,72,81
2002,3,,2,28,29,45,81
2002,2,,22,36,63,68,74
2002,1,,10,22,43,52,68
2001,52,,25,27,54,72,84
2001,51,,2,15,32,42,75
2001,50,,24,50,54,60,77
2001,49,,1,21,25,60,78
2001,48,,42,51,56,63,88
2001,47,,8,23,25,54,79
2001,46,,19,27,51,70,84
2001,45,,28,52,69,70,90
2001,44,,56,77,79,85,89
2001,43,,11,31,45,53,83
2001,42,,5,16,52,58,66
2001,41,,31,36,48,50,54
2001,40,,6,20,26,72,82
2001,39,,5,11,50,67,69
2001,38,,19,52,63,72,81
2001,37,,12,55,71,74,85
2001,36,,6,22,26,28,34
2001,35,,47,60,66,81,89
2001,34,,14,26,43,62,88
2001,33,,4,40,42,51,76
2001,32,,3,16,45,46,61
2001,31,,2,32,36,41,43
2001,30,,1,6,25,29,41
2001,29,,4,20,43,58,67
2001,28,,3,15,39,67,76
2001,27,,25,27,73,76,77
2001,26,,13,45,48,54,90
2001,25,,35,38,46,61,62
2001,24,,12,36,40,71,72
2001,23,,14,19,44,45,67
2001,22,,22,23,51,78,89
2001,21,,5,7,46,52,84
2001,20,,3,18,58,59,72
2001,19,,12,27,56,58,63
2001,18,,5,12,15,17,69
2001,17,,1,12,24,52,87
2001,16,,13,15,28,45,79
2001,15,,10,31,45,71,78
2001,14,,4,9,11,37,53
2001,13,,12,28,37,61,80
2001,12,,21,26,27,42,73
2001,11,,15,32,42,47,52
2001,10,,24,61,68,75,85
2001,9,,38,57,58,62,63
2001,8,,1,9,34,35,86
2001,7,,13,28,52,75,83
2001,6,,7,10,18,33,41
2001,5,,17,57,59,60,71
2001,4,,10,43,59,80,85
2001,3,,11,25,32,78,83
2001,2,,23,36,54,55,74
2001,1,,12,38,62,64,71
2000,52,,58,66,68,83,89
2000,51,,17,32,34,82,87
2000,50,,17,53,60,79,82
2000,49,,12,36,61,69,88
2000,48,,15,18,60,74,78
2000,47,,7,8,11,29,90
2000,46,,5,17,32,35,81
2000,45,,42,54,62,68,75
2000,44,,32,35,54,68,77
2000,43,,4,10,20,59,79
2000,42,,44,50,82,85,88
2000,41,,14,28,31,78,88
2000,40,,30,39,55,57,85
2000,39,,6,9,64,67,79
2000,38,,9,22,58,69,79
2000,37,,22,32,56,61,73
2000,36,,36,50,51,80,82
2000,35,,23,50,76,79,89
2000,34,,17,35,58,59,63
2000,33,,4,9,18,25,63
2000,32,,3,21,35,40,45
2000,31,,46,47,70,77,79
2000,30,,21,44,53,56,77
2000,29,,3,49,64,76,90
2000,28,,17,29,64,70,82
2000,27,,28,34,39,40,81
2000,26,,18,47,49,55,60
2000,25,,13,17,20,82,86
2000,24,,7,23,27,35,61
2000,23,,18,38,45,58,80
2000,22,,16,18,50,69,88
2000,21,,5,16,26,50,73
2000,20,,15,48,65,67,81
2000,19,,13,31,43,53,60
2000,18,,1,47,58,86,90
2000,17,,20,23,51,59,64
2000,16,,25,42,48,52,90
2000,15,,5,11,47,48,77
2000,14,,15,29,37,39,55
2000,13,,4,30,47,67,81
2000,12,,19,57,59,73,74
2000,11,,10,19,57,64,81
2000,10,,14,16,33,78,83
2000,9,,4,11,31,37,64
2000,8,,11,16,34,42,59
2000,7,,1,5,34,66,72
2000,6,,8,10,70,76,85
2000,5,,4,22,30,67,88
2000,4,,16,29,53,57,80
2000,3,,7,27,40,49,78
2000,2,,17,21,32,63,73
2000,1,,24,30,37,54,83
1999,52,,14,25,42,52,64
1999,51,,5,11,57,67,73
1999,50,,41,65,66,75,81
1999,49,,22,23,50,82,90
1999,48,,4,27,36,63,78
1999,47,,6,20,36,69,84
1999,46,,2,13,34,57,75
1999,45,,6,30,68,74,81
1999,44,,2,32,36,39,58
1999,43,,17,40,45,50,58
1999,42,,12,13,53,62,69
1999,41,,42,48,57,73,87
1999,40,,28,40,58,64,69
1999,39,,48,54,57,60,90
1999,38,,4,41,55,58,88
1999,37,,22,25,48,70,73
1999,36,,25,42,48,54,87
1999,35,,16,34,38,49,70
1999,34,,13,19,66,77,78
1999,33,,29,55,64,66,74
1999,32,,11,27,84,85,87
1999,31,,27,32,35,82,89
1999,30,,17,30,54,68,82
1999,29,,27,48,61,63,80
1999,28,,2,45,62,66,90
1999,27,,36,79,82,85,86
1999,26,,7,50,58,60,85
1999,25,,29,39,43,55,68
1999,24,,11,17,68,88,89
1999,23,,8,20,38,59,69
1999,22,,1,17,20,37,66
1999,21,,13,15,41,61,71
1999,20,,7,42,49,55,79
1999,19,,10,37,48,65,89
1999,18,,32,41,53,59,68
1999,17,,14,20,45,57,72
1999,16,,48,56,76,79,87
1999,15,,9,20,22,27,37
1999,14,,3,19,28,57,64
1999,13,,12,19,27,31,35
1999,12,,2,4,17,25,61
1999,11,,10,13,28,55,72
1999,10,,26,31,53,72,73
1999,9,,26,27,42,55,86
1999,8,,32,47,55,74,78
1999,7,,15,29,45,77,83
1999,6,,1,10,28,31,50
1999,5,,15,26,27,31,66
1999,4,,12,41,43,57,61
1999,3,,7,41,70,71,84
1999,2,,2,33,38,39,59
1999,1,,10,17,46,47,75
1998,53,,10,34,54,75,78
1998,52,,7,22,24,43,80
1998,51,,1,35,61,77,83
1998,50,,6,17,50,55,85
1998,49,,12,16,34,40,90
1998,48,,5,9,22,25,31
1998,47,,5,6,47,58,76
1998,46,,6,46,59,67,71
1998,45,,29,39,51,64,82
1998,44,,2,12,31,46,87
1998,43,,2,10,49,66,73
1998,42,,58,75,81,82,86
1998,41,,53,61,70,75,86
1998,40,,1,13,35,41,53
1998,39,,9,20,36,52,89
1998,38,,5,23,37,45,86
1998,37,,15,26,42,66,84
1998,36,,4,40,79,85,86
1998,35,,9,12,44,56,82
1998,34,,5,24,77,84,88
1998,33,,14,65,67,70,77
1998,32,,17,20,25,62,79
1998,31,,3,27,42,53,73
1998,30,,6,9,26,84,88
1998,29,,21,25,35,41,62
1998,28,,11,64,71,72,80
1998,27,,35,46,51,56,69
1998,26,,6,57,60,67,79
1998,25,,26,35,59,77,83
1998,24,,2,6,19,44,52
1998,23,,27,33,66,76,81
1998,22,,11,30,60,83,88
1998,21,,31,40,76,84,89
1998,20,,24,30,40,81,85
1998,19,,3,20,34,39,71
1998,18,,2,15,36,48,73
1998,17,,8,13,18,54,74
1998,16,,31,64,72,75,89
1998,15,,1,26,41,45,76
1998,14,,9,18,21,52,57
1998,13,,7,25,43,65,74
1998,12,,30,41,57,62,84
1998,11,,26,30,69,82,85
1998,10,,9,11,18,24,51
1998,9,,12,26,28,35,44
1998,8,,8,24,32,45,60
1998,7,,10,12,25,41,85
1998,6,,15,43,54,69,74
1998,5,,7,10,32,71,84
1998,4,,3,13,30,45,49
1998,3,,39,49,52,66,70
1998,2,,1,14,46,59,64
1998,1,,4,18,21,24,29
1997,52,,22,33,45,66,81
1997,51,,1,5,13,55,78
1997,50,,17,54,60,61,90
1997,49,,23,51,70,71,73
1997,48,,57,59,67,88,90
1997,47,,36,40,42,62,66
1997,46,,13,44,47,79,81
1997,45,,23,28,40,44,52
1997,44,,35,44,56,66,70
1997,43,,4,21,25,34,75
1997,42,,30,40,41,43,75
1997,41,,14,26,59,75,85
1997,40,,15,31,32,52,64
1997,39,,23,50,55,67,83
1997,38,,6,16,26,39,66
1997,37,,16,22,56,57,80
1997,36,,47,48,51,66,83
1997,35,,9,35,44,49,53
1997,34,,12,19,20,70,73
1997,33,,10,11,21,54,63
1997,32,,2,23,76,82,89
1997,31,,31,37,44,73,86
1997,30,,21,50,59,78,80
1997,29,,8,45,51,56,74
1997,28,,11,23,24,31,64
1997,27,,11,39,46,50,65
1997,26,,8,11,51,75,86
1997,25,,18,57,62,75,77
1997,24,,10,22,27,28,82
1997,23,,25,43,56,66,78
1997,22,,15,61,67,71,86
1997,21,,3,19,35,56,64
1997,20,,16,38,58,73,87
1997,19,,14,32,49,72,77
1997,18,,25,58,81,88,90
1997,17,,2,30,55,57,64
1997,16,,34,42,55,79,85
1997,15,,30,33,83,88,89
1997,14,,23,40,62,77,85
1997,13,,32,34,78,88,89
1997,12,,2,15,38,60,77
1997,11,,3,19,27,28,75
1997,10,,17,39,43,55,79
1997,9,,22,28,38,42,76
1997,8,,28,30,31,77,86
1997,7,,8,14,43,48,54
1997,6,,40,58,66,69,75
1997,5,,33,38,46,67,74
1997,4,,2,29,40,62,65
1997,3,,36,38,42,54,66
1997,2,,26,43,54,56,70
1997,1,,1,3,10,25,62
1996,52,,11,13,45,67,75
1996,51,,4,17,23,47,66
1996,50,,1,14,22,72,89
1996,49,,7,14,33,64,82
1996,48,,16,27,33,34,46
1996,47,,28,35,69,81,82
1996,46,,5,47,62,75,84
1996,45,,22,31,50,60,67
1996,44,,4,6,27,68,89
1996,43,,11,40,45,72,80
1996,42,,10,29,44,52,77
1996,41,,13,22,38,65,90
1996,40,,7,29,40,63,77
1996,39,,29,40,51,65,66
1996,38,,14,27,41,56,76
1996,37,,23,26,49,68,78
1996,36,,19,28,56,72,87
1996,35,,21,25,39,45,56
1996,34,,2,5,20,42,78
1996,33,,26,37,40,72,85
1996,32,,10,24,32,67,72
1996,31,,20,32,71,78,84
1996,30,,24,52,77,80,88
1996,29,,29,35,50,72,87
1996,28,,30,50,55,76,77
1996,27,,19,21,52,82,83
1996,26,,5,30,61,63,86
1996,25,,20,28,44,46,82
1996,24,,1,52,67,68,83
1996,23,,46,47,62,67,88
1996,22,,9,20,59,60,70
1996,21,,19,20,56,76,77
1996,20,,22,50,54,57,89
1996,19,,4,12,43,62,76
1996,18,,12,24,66,77,86
1996,17,,14,19,20,73,76
1996,16,,14,44,46,52,70
1996,15,,14,32,35,66,89
1996,14,,1,39,53,68,70
1996,13,,38,42,48,51,85
1996,12,,8,13,29,47,87
1996,11,,18,19,61,68,72
1996,10,,8,9,32,49,63
1996,9,,21,26,44,49,81
1996,8,,24,35,41,52,67
1996,7,,5,40,46,54,90
1996,6,,12,62,69,72,82
1996,5,,6,42,57,58,70
1996,4,,26,32,34,52,85
1996,3,,14,33,70,73,83
1996,2,,8,21,27,46,58
1996,1,,16,37,71,72,82
1995,52,,5,32,38,64,81
1995,51,,61,65,74,83,85
1995,50,,11,13,66,80,87
1995,49,,1,9,48,54,85
1995,48,,46,64,65,77,81
1995,47,,19,23,47,72,79
1995,46,,8,43,78,87,90
1995,45,,1,3,21,43,52
1995,44,,22,23,54,62,68
1995,43,,6,16,26,42,74
1995,42,,17,69,75,80,89
1995,41,,12,57,79,82,83
1995,40,,27,33,52,72,73
1995,39,,16,26,33,66,72
1995,38,,24,48,60,66,85
1995,37,,24,25,33,50,61
1995,36,,13,51,69,71,72
1995,35,,8,13,42,70,80
1995,34,,5,11,44,56,79
1995,33,,27,34,49,63,68
1995,32,,8,37,44,51,80
1995,31,,15,31,39,51,73
1995,30,,6,20,40,46,47
1995,29,,7,32,63,77,81
1995,28,,27,52,53,57,62
1995,27,,2,17,28,77,79
1995,26,,23,28,44,55,76
1995,25,,7,14,27,45,51
1995,24,,42,52,62,83,90
1995,23,,22,52,65,66,76
1995,22,,23,45,62,74,86
1995,21,,3,12,22,29,36
1995,20,,6,15,23,69,90
1995,19,,16,45,51,52,90
1995,18,,14,29,40,55,76
1995,17,,20,35,48,66,80
1995,16,,1,4,33,67,75
1995,15,,39,55,58,71,74
1995,14,,9,27,33,40,50
1995,13,,16,50,66,73,74
1995,12,,2,19,69,85,87
1995,11,,7,11,33,78,81
1995,10,,10,20,40,54,85
1995,9,,5,25,35,39,52
1995,8,,5,10,45,71,76
1995,7,,5,19,49,85,90
1995,6,,47,56,62,67,70
1995,5,,27,29,49,72,77
1995,4,,30,42,63,64,78
1995,3,,12,28,35,41,55
1995,2,,11,27,57,68,78
1995,1,,6,11,29,35,81
1994,52,,31,34,43,74,90
1994,51,,11,22,73,75,77
1994,50,,50,53,64,68,71
1994,49,,16,42,63,65,77
1994,48,,2,26,36,37,72
1994,47,,7,23,72,76,81
1994,46,,11,54,72,79,86
1994,45,,3,10,12,15,89
1994,44,,6,10,41,45,85
1994,43,,11,15,31,41,77
1994,42,,43,61,77,82,88
1994,41,,16,22,32,51,79
1994,40,,7,12,38,54,57
1994,39,,4,18,43,68,85
1994,38,,12,43,58,69,74
1994,37,,5,13,14,63,68
1994,36,,5,14,35,85,88
1994,35,,13,18,23,43,76
1994,34,,21,35,45,48,63
1994,33,,37,64,65,72,84
1994,32,,10,12,31,67,72
1994,31,,3,26,28,47,80
1994,30,,7,9,35,59,73
1994,29,,12,58,76,78,86
1994,28,,21,43,44,52,88
1994,27,,7,21,39,56,64
1994,26,,14,46,50,68,76
1994,25,,2,25,29,83,86
1994,24,,14,20,34,71,82
1994,23,,30,44,53,77,86
1994,22,,15,33,36,48,83
1994,21,,16,39,59,63,68
1994,20,,7,35,68,75,80
1994,19,,13,22,47,67,68
1994,18,,29,58,62,70,77
1994,17,,15,16,47,58,67
1994,16,,7,8,19,29,53
1994,15,,10,12,18,51,77
1994,14,,3,8,16,29,36
1994,13,,8,10,54,63,64
1994,12,,10,25,26,72,77
1994,11,,19,49,69,83,86
1994,10,,21,26,54,58,59
1994,9,,8,43,54,59,81
1994,8,,11,20,36,82,90
1994,7,,5,46,47,55,79
1994,6,,26,50,66,74,89
1994,5,,11,40,44,68,84
1994,4,,14,38,52,54,86
1994,3,,1,5,11,40,62
1994,2,,13,42,51,66,84
1994,1,,29,44,51,52,89
1993,53,,10,16,27,43,70
1993,52,,25,29,68,71,80
1993,51,,26,60,61,67,82
1993,50,,1,34,64,73,88
1993,49,,9,28,33,42,62
1993,48,,6,35,37,62,72
1993,47,,1,12,22,48,65
1993,46,,3,41,49,61,76
1993,45,,15,36,52,56,83
1993,44,,9,17,33,60,68
1993,43,,20,21,27,59,67
1993,42,,7,74,79,87,90
1993,41,,32,36,42,51,64
1993,40,,15,34,50,78,84
1993,39,,2,27,35,39,59
1993,38,,19,23,38,46,65
1993,37,,31,44,52,54,73
1993,36,,1,4,39,54,79
1993,35,,6,22,65,78,79
1993,34,,7,32,54,60,78
1993,33,,32,49,53,78,86
1993,32,,1,46,59,69,82
1993,31,,33,47,64,71,83
1993,30,,4,7,30,58,77
1993,29,,20,37,39,62,75
1993,28,,4,15,18,61,65
1993,27,,14,25,28,43,52
1993,26,,9,34,37,81,84
1993,25,,16,40,77,86,88
1993,24,,7,10,38,66,79
1993,23,,3,36,39,42,45
1993,22,,4,21,30,34,45
1993,21,,6,12,26,45,80
1993,20,,6,53,69,80,86
1993,19,,7,28,42,43,69
1993,18,,36,42,85,89,90
1993,17,,29,47,57,62,63
1993,16,,15,18,42,43,53
1993,15,,36,44,47,49,90
1993,14,,8,20,47,48,54
1993,13,,10,51,72,73,81
1993,12,,8,22,32,50,59
1993,11,,9,10,18,63,81
1993,10,,38,68,78,85,90
1993,9,,2,19,26,28,68
1993,8,,1,2,5,15,45
1993,7,,7,8,23,33,48
1993,6,,1,10,17,24,73
1993,5,,21,29,34,35,43
1993,4,,29,41,51,65,66
1993,3,,3,53,54,55,57
1993,2,,40,56,64,68,80
1993,1,,5,25,36,54,66
1992,52,,25,33,48,79,84
1992,51,,40,58,69,82,87
1992,50,,27,57,69,76,83
1992,49,,28,47,61,72,74
1992,48,,22,53,77,78,86
1992,47,,6,16,18,23,45
1992,46,,3,5,36,55,70
1992,45,,4,31,33,58,76
1992,44,,5,47,51,72,81
1992,43,,21,33,59,71,83
1992,42,,7,11,29,49,51
1992,41,,13,47,50,67,76
1992,40,,1,8,14,17,38
1992,39,,13,22,45,47,87
1992,38,,3,52,64,74,77
1992,37,,16,45,52,87,90
1992,36,,41,43,44,54,55
1992,35,,1,4,5,22,39
1992,34,,12,20,44,81,82
1992,33,,4,5,29,75,90
1992,32,,7,25,28,36,88
1992,31,,1,20,29,35,47
1992,30,,35,55,60,79,86
1992,29,,24,55,78,79,87
1992,28,,16,33,44,76,80
1992,27,,6,8,32,53,90
1992,26,,33,34,56,62,81
1992,25,,10,46,59,63,81
1992,24,,4,19,21,49,63
1992,23,,29,34,37,47,90
1992,22,,5,9,35,36,61
1992,21,,19,21,37,42,71
1992,20,,5,25,32,63,75
1992,19,,7,14,60,66,86
1992,18,,16,19,41,44,86
1992,17,,35,48,71,78,83
1992,16,,10,20,22,48,72
1992,15,,8,45,58,72,80
1992,14,,11,47,56,64,73
1992,13,,39,54,58,73,74
1992,12,,34,58,61,65,75
1992,11,,7,22,45,49,83
1992,10,,6,14,39,50,64
1992,9,,16,48,49,71,83
1992,8,,9,12,14,17,41
1992,7,,10,19,71,76,80
1992,6,,9,24,42,57,69
1992,5,,13,36,45,48,64
1992,4,,5,31,43,69,79
1992,3,,5,27,59,87,89
1992,2,,26,33,38,43,53
1992,1,,24,38,39,60,69
1991,52,,5,39,63,80,88
1991,51,,23,32,48,61,90
1991,50,,1,30,60,70,87
1991,49,,8,61,73,74,84
1991,48,,13,34,67,68,78
1991,47,,16,21,25,37,86
1991,46,,28,39,55,68,71
1991,45,,11,15,16,38,65
1991,44,,29,42,69,85,86
1991,43,,21,43,56,65,66
1991,42,,7,10,26,63,72
1991,41,,9,11,44,49,85
1991,40,,19,41,57,64,70
1991,39,,11,54,61,81,86
1991,38,,30,45,50,68,80
1991,37,,3,10,15,24,70
1991,36,,36,60,67,70,80
1991,35,,49,53,66,79,83
1991,34,,30,32,49,54,65
1991,33,,9,10,13,60,64
1991,32,,13,22,23,43,89
1991,31,,22,35,43,63,85
1991,30,,25,41,46,70,84
1991,29,,13,24,33,63,72
1991,28,,10,13,17,25,69
1991,27,,4,6,23,35,65
1991,26,,23,44,60,83,90
1991,25,,7,13,27,56,83
1991,24,,37,53,58,69,89
1991,23,,11,52,74,86,90
1991,22,,5,22,56,57,74
1991,21,,1,31,34,50,66
1991,20,,9,35,53,60,83
1991,19,,2,12,50,62,74
1991,18,,6,37,41,64,90
1991,17,,1,18,28,33,88
1991,16,,32,41,51,65,77
1991,15,,36,61,64,75,88
1991,14,,5,9,64,66,72
1991,13,,6,8,23,71,83
1991,12,,12,41,50,61,72
1991,11,,11,12,42,76,83
1991,10,,19,23,57,63,66
1991,9,,7,26,70,76,87
1991,8,,18,37,64,78,82
1991,7,,60,61,69,71,79
1991,6,,32,34,40,51,62
1991,5,,19,31,49,74,81
1991,4,,8,62,65,78,80
1991,3,,12,14,25,50,85
1991,2,,22,28,40,73,85
1991,1,,21,45,47,58,79
1990,52,,35,42,49,54,78
1990,51,,3,14,36,38,42
1990,50,,18,34,46,51,81
1990,49,,4,13,44,85,89
1990,48,,20,36,44,71,88
1990,47,,1,4,6,79,83
1990,46,,21,35,45,70,89
1990,45,,30,33,57,73,83
1990,44,,16,20,27,57,71
1990,43,,57,74,78,83,87
1990,42,,2,23,67,69,86
1990,41,,11,26,46,63,67
1990,40,,11,22,26,49,88
1990,39,,29,58,63,73,85
1990,38,,12,18,30,42,46
1990,37,,21,32,64,84,89
1990,36,,44,59,68,72,73
1990,35,,18,21,34,40,71
1990,34,,19,30,49,61,71
1990,33,,20,22,32,41,86
1990,32,,2,19,38,49,81
1990,31,,16,18,28,35,82
1990,30,,2,6,9,23,26
1990,29,,17,70,72,75,84
1990,28,,11,13,48,49,51
1990,27,,12,59,62,69,90
1990,26,,10,17,33,71,75
1990,25,,16,25,38,78,83
1990,24,,7,23,30,72,75
1990,23,,15,37,65,79,87
1990,22,,14,31,57,69,85
1990,21,,9,21,46,57,69
1990,20,,19,48,51,78,86
1990,19,,11,32,40,48,88
1990,18,,26,34,35,77,79
1990,17,,8,22,65,66,80
1990,16,,23,36,68,83,87
1990,15,,4,11,15,64,66
1990,14,,2,57,63,70,89
1990,13,,1,37,43,76,89
1990,12,,15,34,37,50,71
1990,11,,10,11,18,22,85
1990,10,,7,18,48,59,77
1990,9,,41,42,44,51,64
1990,8,,13,48,54,57,70
1990,7,,15,56,78,82,88
1990,6,,29,40,62,86,90
1990,5,,32,47,57,66,82
1990,4,,21,39,56,58,86
1990,3,,35,47,49,64,66
1990,2,,1,7,32,76,84
1990,1,,25,30,38,56,79
1989,52,,1,42,49,62,74
1989,51,,12,34,46,64,82
1989,50,,30,45,66,79,80
1989,49,,31,37,64,70,78
1989,48,,3,32,33,38,49
1989,47,,1,38,55,73,74
1989,46,,30,31,47,51,52
1989,45,,27,30,41,52,80
1989,44,,2,27,32,55,86
1989,43,,14,24,26,37,83
1989,42,,30,35,40,75,82
1989,41,,23,24,31,49,64
1989,40,,10,16,72,80,83
1989,39,,10,16,22,25,61
1989,38,,4,16,50,60,83
1989,37,,45,48,57,78,90
1989,36,,28,75,76,81,82
1989,35,,27,69,82,84,86
1989,34,,8,52,55,65,76
1989,33,,3,5,44,78,80
1989,32,,5,36,38,42,74
1989,31,,29,43,81,85,87
1989,30,,18,23,50,68,77
1989,29,,10,21,23,41,46
1989,28,,21,46,52,80,87
1989,27,,49,54,68,80,84
1989,26,,13,21,25,41,50
1989,25,,1,5,32,72,78
1989,24,,16,26,52,77,78
1989,23,,2,15,64,67,69
1989,22,,32,41,44,76,82
1989,21,,3,9,26,38,47
1989,20,,7,15,25,53,86
1989,19,,6,8,42,60,73
1989,18,,14,37,47,66,67
1989,17,,20,32,35,51,67
1989,16,,11,13,20,22,36
1989,15,,20,35,43,59,70
1989,14,,16,38,47,55,71
1989,13,,7,36,39,48,64
1989,12,,5,8,21,25,33
1989,11,,1,20,61,78,88
1989,10,,20,43,47,57,87
1989,9,,45,56,58,66,86
1989,8,,18,24,43,60,68
1989,7,,3,15,53,65,73
1989,6,,21,25,56,59,67
1989,5,,1,29,31,40,47
1989,4,,8,37,59,62,84
1989,3,,29,55,75,81,87
1989,2,,14,20,59,60,71
1989,1,,12,19,27,37,79
1988,52,,24,26,31,76,77
1988,51,,13,38,71,76,85
1988,50,,14,52,60,70,90
1988,49,,2,28,36,77,79
1988,48,,38,47,68,78,83
1988,47,,4,35,50,80,84
1988,46,,25,37,38,64,76
1988,45,,3,9,46,70,90
1988,44,,24,27,49,52,80
1988,43,,7,9,22,56,64
1988,42,,4,31,45,77,90
1988,41,,3,30,54,55,58
1988,40,,21,26,27,33,88
1988,39,,1,17,19,55,66
1988,38,,13,20,36,61,77
1988,37,,15,17,37,51,81
1988,36,,36,51,60,67,69
1988,35,,24,32,75,77,80
1988,34,,1,38,71,75,80
1988,33,,2,17,35,68,86
1988,32,,9,24,29,59,63
1988,31,,28,33,48,49,58
1988,30,,48,70,73,78,82
1988,29,,1,8,39,44,52
1988,28,,7,29,44,47,82
1988,27,,17,18,46,65,87
1988,26,,9,10,15,34,86
1988,25,,13,18,38,44,67
1988,24,,17,26,42,62,76
1988,23,,11,61,79,89,90
1988,22,,2,26,34,46,60
1988,21,,26,39,42,54,65
1988,20,,11,24,37,52,54
1988,19,,4,7,46,64,80
1988,18,,19,21,29,58,79
1988,17,,36,51,61,65,73
1988,16,,26,28,47,58,86
1988,15,,16,17,27,41,55
1988,14,,13,27,36,54,61
1988,13,,14,30,41,61,62
1988,12,,24,25,27,31,70
1988,11,,24,27,45,48,65
1988,10,,16,47,59,62,80
1988,9,,35,47,50,55,81
1988,8,,30,33,73,82,84
1988,7,,5,52,53,77,81
1988,6,,8,28,30,31,78
1988,5,,10,38,41,58,77
1988,4,,2,3,72,85,89
1988,3,,5,12,27,69,75
1988,2,,50,58,73,76,85
1988,1,,19,36,44,54,70
1987,53,,21,22,27,31,86
1987,52,,28,36,68,74,80
1987,51,,4,22,51,61,62
1987,50,,1,5,25,37,40
1987,49,,10,50,75,86,87
1987,48,,44,62,63,82,84
1987,47,,7,8,10,22,69
1987,46,,8,39,51,54,86
1987,45,,29,30,35,42,75
1987,44,,19,30,43,59,83
1987,43,,8,59,62,76,81
1987,42,,12,33,37,68,88
1987,41,,2,23,24,80,90
1987,40,,21,36,38,81,85
1987,39,,7,17,19,29,76
1987,38,,29,75,81,82,86
1987,37,,23,27,29,78,81
1987,36,,29,40,69,79,90
1987,35,,17,56,65,79,89
1987,34,,3,7,13,21,59
1987,33,,3,13,28,38,72
1987,32,,3,15,32,34,87
1987,31,,2,15,49,52,56
1987,30,,1,24,29,36,56
1987,29,,3,9,46,64,74
1987,28,,11,24,37,52,61
1987,27,,42,46,58,68,80
1987,26,,25,43,62,63,84
1987,25,,27,34,53,55,86
1987,24,,6,16,25,42,84
1987,23,,11,29,41,65,78
1987,22,,7,34,46,73,88
1987,21,,11,27,45,54,81
1987,20,,11,13,22,60,65
1987,19,,20,22,50,53,79
1987,18,,40,59,65,76,87
1987,17,,10,12,28,61,88
1987,16,,24,46,62,64,80
1987,15,,14,22,30,54,75
1987,14,,34,47,55,65,90
1987,13,,10,25,28,65,85
1987,12,,3,17,46,68,78
1987,11,,39,46,49,59,72
1987,10,,30,31,48,53,75
1987,9,,16,26,43,65,77
1987,8,,9,12,25,60,75
1987,7,,7,14,49,53,80
1987,6,,1,21,63,72,80
1987,5,,33,37,50,53,66
1987,4,,4,15,29,38,68
1987,3,,11,54,55,79,84
1987,2,,11,41,61,68,76
1987,1,,11,57,58,68,76
1986,52,,9,33,39,42,55
1986,51,,12,34,38,65,77
1986,50,,10,37,51,84,90
1986,49,,8,10,55,57,90
1986,48,,18,19,55,66,68
1986,47,,6,20,60,61,73
1986,46,,13,15,60,68,77
1986,45,,1,18,35,54,58
1986,44,,1,47,50,69,83
1986,43,,37,42,63,77,83
1986,42,,27,36,46,67,85
1986,41,,4,18,30,51,54
1986,40,,12,17,71,72,73
1986,39,,4,40,43,57,85
1986,38,,20,24,44,61,72
1986,37,,5,17,43,48,90
1986,36,,3,19,32,49,69
1986,35,,27,29,30,57,83
1986,34,,6,7,15,16,77
1986,33,,29,51,61,62,86
1986,32,,15,43,48,69,76
1986,31,,11,16,18,72,85
1986,30,,15,30,37,50,59
1986,29,,13,20,30,78,89
1986,28,,36,49,71,73,89
1986,27,,1,11,13,21,52
1986,26,,1,10,44,79,82
1986,25,,10,24,26,61,90
1986,24,,5,18,73,76,83
1986,23,,12,22,29,59,80
1986,22,,24,33,38,53,81
1986,21,,29,47,71,74,77
1986,20,,21,24,44,75,81
1986,19,,3,21,29,34,74
1986,18,,4,8,15,64,82
1986,17,,19,22,26,28,65
1986,16,,23,36,71,79,86
1986,15,,1,11,33,51,76
1986,14,,16,23,26,62,88
1986,13,,15,27,64,74,77
1986,12,,15,18,27,38,81
1986,11,,42,50,58,74,76
1986,10,,23,33,51,74,80
1986,9,,26,39,64,71,87
1986,8,,6,33,73,77,88
1986,7,,1,36,37,64,70
1986,6,,5,42,61,64,70
1986,5,,20,24,29,48,57
1986,4,,54,59,65,73,86
1986,3,,1,20,49,61,69
1986,2,,31,43,45,56,64
1986,1,,4,8,12,30,69
1985,52,,13,19,20,58,63
1985,51,,20,33,52,82,89
1985,50,,3,4,22,29,72
1985,49,,49,53,72,88,90
1985,48,,1,39,51,55,67
1985,47,,26,50,75,78,89
1985,46,,6,10,52,57,85
1985,45,,13,34,64,69,82
1985,44,,24,37,60,69,78
1985,43,,31,32,40,57,67
1985,42,,6,12,15,41,53
1985,41,,4,17,46,48,75
1985,40,,12,24,58,68,77
1985,39,,6,21,26,56,57
1985,38,,9,46,56,81,84
1985,37,,2,33,41,69,73
1985,36,,7,16,17,67,73
1985,35,,3,19,38,41,77
1985,34,,44,49,66,72,89
1985,33,,5,37,50,57,85
1985,32,,2,8,32,75,81
